Station,Station alias,	Date established,	Date closed,Declared reporting status,Assessed reporting status,Station type,WIGOS Station Identifier(s),WMO Region,Regional WIGOS Center,Country,Latitude,Longitude,Elevation,Geopositioning method,Time zone,Supervising organization,Station URL,Other link (URL),Site description,Climate zone,Predominant surface cover,Surface roughness,Topography or bathymetry,Population in 10km/50km,Programs/Network affiliation,	Last updated date,Last updated by
SAINT GIRONS,,,,Operational,Operational,Land (fixed),0-20000-0-07627|primary,Europe,,France,43.0052777778,1.1069444444,419,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);RAD;RBCN;RBSN(S);SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"CLIMAT(C) - deprecated:Closed, Ceilometers, GBON:Operational, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-04-18,"FRA,NCL,PYF,SPM NMHS"
SAINT NIZIER-RADAR,,,,Operational,Unknown,Land (fixed),0-20000-0-07381|primary,Europe,,France,46.0677777778,4.4452777778,908,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RSD (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radar storm and meteorological phenomena detection.,,,,,,"GOS General:Operational, WRO:Operational",	2016-04-29,
SAINT-DIZIER,,	1921-01-01,,Operational,Operational,Land (fixed),0-20000-0-07169|primary,Europe,,France,48.631333,4.903667,139,GPS,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR;RAD;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-04,"FRA,NCL,PYF,SPM NMHS"
SAINT-NAZAIRE-MONTOIR,,,,Operational,Operational,Land (fixed),0-20000-0-07217|primary,Europe,,France,47.3138888889,-2.1544444444,4,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR;SOILTEMP (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-09,"FRA,NCL,PYF,SPM NMHS"
SAINT-QUENTIN,,	1933-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-07061|primary,Europe,,France,49.818333,3.206,98,GPS,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;RAD;SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-09,"FRA,NCL,PYF,SPM NMHS"
SAINT-YAN,,,,Operational,Operational,Land (fixed),0-20000-0-07379|primary,Europe,,France,46.4083333333,4.0163888889,243,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR;SOILTEMP (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-04,"FRA,NCL,PYF,SPM NMHS"
SAINTES,,	1916-01-01,,Silent,Unknown,Land (fixed),0-250-0-17415003|primary,Europe,,France,45.761167,-0.652,38,,UTC+1,Météo France,,,,Warm Temperate - Fully humid - Warm summer,Rainfed croplands(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within rises of very low altitude,,GOS General:Non-reporting,	2023-04-28,Joel GUEUSQUIN
SALLES LA SOURCE,,	1973-01-01,,Operational,Operational,Land (fixed),0-20000-0-07552|primary,Europe,,France,44.4102777778,2.4825,582,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR;RAD;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements.,,,,,,"Ceilometers, GBON:Operational, GOS General:Operational",	2024-04-18,"FRA,NCL,PYF,SPM NMHS"
SALON DE PROVENCE,,,,Operational,Operational,Land (fixed),0-20000-0-07648|primary,Europe,,France,43.6036111111,5.1041666667,60,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-04,"FRA,NCL,PYF,SPM NMHS"
SEMBADEL-RADAR,,,,Operational,Unknown,Land (fixed),0-20000-0-07461|primary,Europe,,France,45.2891666667,3.7094444444,1115,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RSD (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radar storm and meteorological phenomena detection.,,,,,,"GOS General:Operational, WRO:Operational",	2016-04-29,
SETE,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-07641|primary,Europe,,France,43.3972222222,3.6922222222,80,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;C;MAN/AUT*;SEA;SNOW (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: State of sea observations; Snow survey.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-04,"FRA,NCL,PYF,SPM NMHS"
SIRTA,,	2011-01-01,,Operational,Unknown,Land (fixed),0-250-1001-07151|primary,Europe,,France,48.717667,2.207,156,,UTC+1,Institut Pierre-Simon Laplace,http://www.sirta.ipsl.fr,,"SIRTA is located on the campus of Ecole Polytechnique in Palaiseau, a suburban community 20 km south of Paris. The observatory sits on a 10-km plateau about 160 m above sea level. The plateau is a semi-urban environment divided equally in agricultural ﬁelds, wooded areas, and housing and industrial developments. The prevailing winds are westerlies, blowing air of maritime origin over the site. North-Easterly winds occur quite frequently, as well advecting polluted air from the Paris metropolitan area over the site.",Warm Temperate - Fully humid - Hot summer,,"Open (Open flat terrain; grass, few isolated obstacles)",A flat at lowest relative elevation within plains of low altitude,,"ACTRIS:Operational, AERONET:Operational, BSRN:Operational, Ceilometers:Operational, GNSS radio-occultation system:Operational, GOS General:Operational, GRUAN:Operational, Wind Profilers:Operational",	2024-05-15,"FRA,NCL,PYF,SPM NMHS"
SOLENZARA,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-07765|primary,Europe,,France,41.9238888889,9.3972222222,9,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-04,"FRA,NCL,PYF,SPM NMHS"
ST GATIEN DES B,,,,Operational,Operational,Land (fixed),0-20000-0-07031|primary,Europe,,France,49.3644444444,0.1669444444,146,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"Ceilometers, GBON:Operational, GOS General:Operational",	2024-04-18,"FRA,NCL,PYF,SPM NMHS"
ST-AUBAN-SUR-DURANCE,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-07588|primary,Europe,,France,44.0622222222,5.9897222222,459,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;RAD;SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"Ceilometers, GBON:Operational, GOS General:Operational",	2024-04-18,"FRA,NCL,PYF,SPM NMHS"
ST-ETIENNE BOUTHEON,,,,Operational,Operational,Land (fixed),0-20000-0-07475|primary,Europe,,France,45.5330555556,4.2933333333,404,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;MAN/AUT*;METAR;SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,,,,,,"Ceilometers, GBON:Operational, GOS General:Operational",	2024-04-18,"FRA,NCL,PYF,SPM NMHS"
STRASBOURG-ENTZHEIM,,	1923-04-01,,Operational,Operational,Land (fixed),0-20000-0-07190|primary,Europe,,France,48.5495,7.640333,150,GPS,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);GSN;METAR;RAD;RBCN;RBSN(S);SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"CLIMAT(C) - deprecated:Closed, Ceilometers, GBON:Operational, GOS General:Operational, GSN:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-04-18,"FRA,NCL,PYF,SPM NMHS"
TARBES-OSSUN,,,,Operational,Operational,Land (fixed),0-20000-0-07621|primary,Europe,,France,43.1880555556,0,384,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);METAR;RAD;RBCN;RBSN(S);SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements.,,,,,,"CLIMAT(C) - deprecated:Closed, Ceilometers, GBON:Operational, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-04-18,"FRA,NCL,PYF,SPM NMHS"
TOULOUSE BLAGNAC,,,,Operational,Operational,Land (fixed),0-20000-0-07630|primary,Europe,,France,43.6211111111,1.3788888889,152,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);GSN;METAR;RAD;RBCN;RBSN(S);SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"CLIMAT(C) - deprecated:Closed, Ceilometers, GBON:Operational, GOS General:Operational, GSN:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-04-19,"FRA,NCL,PYF,SPM NMHS"
TOULOUSE RADAR,,	2001-01-01,,Operational,Unknown,Land (fixed),0-20000-0-07629|primary,Europe,,France,43.5744444444,1.3763888889,158,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RSD (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radar storm and meteorological phenomena detection.,,,,,,"GOS General:Operational, WRO:Operational",	2016-04-29,
TOULOUSE RW,,	2015-10-23,,Operational,Silent,Land (fixed),0-20000-0-07618|primary,Europe,,France,43.5769444444,1.3744444444,158,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: IRREGULAR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2018-07-19,Jean-Pierre AUBAGNAC
TOURS,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-07240|primary,Europe,,France,47.4444444444,0.7275,109,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);MAN/AUT*;METAR;RAD;RBCN;RBSN(S);SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"CLIMAT(C) - deprecated:Closed, Ceilometers, GBON:Operational, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-04-18,"FRA,NCL,PYF,SPM NMHS"
TOUSSUS LE NOBLE,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-07146|primary,Europe,,France,48.7505555556,2.1133333333,164,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR;SNOW (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-09,"FRA,NCL,PYF,SPM NMHS"
TRAPPES,,	1904-01-01,,Operational,Operational,Land (fixed),0-20000-0-07145|primary,Europe,,France,48.7744444444,2.0097222222,167,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;MAN/AUT*;RAD;RBSN(T);RSD;SNOW;SOILTEMP;SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Radar storm and meteorological phenomena detection; Snow survey; Solar radiation measurements.,,,,,,"Ceilometers, GBON:Operational, GOS General:Operational, GRUAN:Operational, RBON:Operational, RBSN(S) - deprecated:Closed, RBSN(T) - deprecated:Closed, WRO:Operational",	2024-04-23,Léa LABEUR
TREILLIERES-RADAR,,,,Operational,Unknown,Land (fixed),0-20000-0-07223|primary,Europe,,France,47.3375,-1.6563888889,69,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RSD (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radar storm and meteorological phenomena detection.,,,,,,"GOS General:Operational, WRO:Operational",	2016-04-29,
TREMUSON-ST-BRIEUC,,,,Operational,Operational,Land (fixed),0-20000-0-07120|primary,Europe,,France,48.5347222222,-2.8519444444,138,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR;RAD;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-09,"FRA,NCL,PYF,SPM NMHS"
TROYES-BARBEREY,,	1975-05-01,,Operational,Operational,Land (fixed),0-20000-0-07168|primary,Europe,,France,48.324667,4.02,112,GPS,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);MAN/AUT*;METAR;RAD;RBCN;RBSN(S);SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-01-09,"FRA,NCL,PYF,SPM NMHS"
VARS-MAYT RADAR,,,,Operational,Unknown,Land (fixed),0-20000-0-07714|primary,Europe,,France,44.5875,6.6530555556,2575,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RSD (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radar storm and meteorological phenomena detection.,,,,,,"GOS General:Operational, WRO:Operational",	2016-04-29,
VATRY-AERO,,	1996-06-01,,Operational,Operational,Land (fixed),0-20000-0-07166|primary,Europe,,France,48.777167,4.164667,179,GPS,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"Ceilometers, GBON:Operational, GOS General:Operational",	2024-04-18,"FRA,NCL,PYF,SPM NMHS"
VICHY-CHARMEIL,,,,Operational,Operational,Land (fixed),0-20000-0-07374|primary,Europe,,France,46.1666666667,3.3986111111,249,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;RAD;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-09,"FRA,NCL,PYF,SPM NMHS"
VILLACOUBLAY,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-07147|primary,Europe,,France,48.77,2.205,178,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-04,"FRA,NCL,PYF,SPM NMHS"
VILLAR SAINT PANCRACE,,	2003-08-01,,Operational,Operational,Land (fixed),0-20000-0-07593|primary,Europe,,France,44.88033,6.640333,1310,GPS,UTC+1,Météo France,,,,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-09,"FRA,NCL,PYF,SPM NMHS"
