Station,Station alias,	Date established,	Date closed,Declared reporting status,Assessed reporting status,Station type,WIGOS Station Identifier(s),WMO Region,Regional WIGOS Center,Country,Latitude,Longitude,Elevation,Geopositioning method,Time zone,Supervising organization,Station URL,Other link (URL),Site description,Climate zone,Predominant surface cover,Surface roughness,Topography or bathymetry,Population in 10km/50km,Programs/Network affiliation,	Last updated date,Last updated by
AGRINION (AIRPORT),,	1956-01-01,	2014-04-04,Closed,Unknown,Land (fixed),0-20000-0-16672|primary,Europe,,Greece,38.6,21.35,24,,,Hellenic National Meteorological Service,,,This station ceased its operation in August 2014.,,,,,,GOS General:Closed,	2019-10-31,Nick KALAMARAS
Arsakeio-patra,,	2019-02-21,,Operational,Operational,Land (fixed),0-300-1-arsakeioPatra|primary,Europe,,Greece,38.301067,21.817478,112,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Arta (NOA),,	2006-09-16,,Operational,Operational,Land (fixed),0-300-1-arta|primary,Europe,,Greece,39.172784,20.999435,50,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Closed (>40%) needleleaved evergreen forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within mountains of low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Asigonia,,	2017-08-03,,Operational,Operational,Land (fixed),0-300-1-asigonia|primary,Europe,,Greece,35.2732,24.2862,380,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Askyfou,,	2014-01-05,,Operational,Operational,Land (fixed),0-300-1-askyfou|primary,Europe,,Greece,35.292743,24.176247,727,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Aspraggeloi,,	2008-10-05,,Operational,Operational,Land (fixed),0-300-1-aspraggeloi|primary,Europe,,Greece,39.83122756,20.72056856,945,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Aspropirgos,,	2014-12-01,,Operational,Operational,Land (fixed),0-300-1-aspropirgos|primary,Europe,,Greece,38.063925,23.587953,45,,,National Observatory of Athens,,,,,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2024-08-02,Nick KALAMARAS
Asteri,,	2020-01-27,,Operational,Operational,Land (fixed),0-300-1-asteri|primary,Europe,,Greece,36.8325,22.729167,8,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Astypalaia,,	1977-01-01,,Operational,Partly operational,Land (fixed),0-300-0-16739|primary,Europe,,Greece,36.582,26.3743,50,,UTC+2,Hellenic National Meteorological Service,,,,,,,,,GOS General:Operational,	2022-10-19,Nick KALAMARAS
Athens(NOA),,	2008-07-24,,Operational,Operational,Land (fixed),0-300-1-athens|primary,Europe,,Greece,37.978408,23.715448,50,,,National Observatory of Athens,,,,,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2024-08-02,Nick KALAMARAS
Athensmarina,,	2014-10-14,,Operational,Operational,Land (fixed),0-300-1-athensmarina|primary,Europe,,Greece,37.942194,23.669828,2,,,National Observatory of Athens,,,,,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2024-08-02,Nick KALAMARAS
Avlida,,	2009-05-29,,Operational,Operational,Land (fixed),0-300-1-avlida|primary,Europe,,Greece,38.402356,23.601999,16,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
CHIOS (AIRPORT),,	1973-01-01,,Operational,Operational,Land (fixed),0-20000-0-16706|primary,Europe,,Greece,38.3453,26.142,4.42,,,Hellenic National Meteorological Service,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);METAR;SPECI;SUNDUR,,,,,,RBON:Operational,	2022-08-08,Alexander Scheid
CHRYSOPOULI (AIRPORT),,	1983-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-16624|primary,Europe,,Greece,40.9202,24.6203,4.2,,,Hellenic National Meteorological Service,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);METAR;SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,,,,,9|190,"GBON, RBON:Operational",	2022-10-19,Nick KALAMARAS
Chaidari,,	2017-05-05,,Operational,Operational,Land (fixed),0-300-1-chaidari|primary,Europe,,Greece,38.017998,23.650768,151,,,National Observatory of Athens,,,,,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2024-08-02,Nick KALAMARAS
Chaidari-Lofos,,	2021-10-06,,Operational,Operational,Land (fixed),0-300-1-chaidarilofos|primary,Europe,,Greece,38.006505,23.654669,180,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2024-08-02,Nick KALAMARAS
Chalandritsa,,	2019-10-14,,Operational,Operational,Land (fixed),0-300-1-chalandritsa|primary,Europe,,Greece,38.111217,21.775997,362,,,National Observatory of Athens,,,,Steppe - Cold arid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Chalastra,,	2018-06-01,,Operational,Operational,Land (fixed),0-300-1-chalastra|primary,Europe,,Greece,40.623333,22.766944,1,,,National Observatory of Athens,,,,Steppe - Cold arid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Chalkida,,	2011-01-19,,Operational,Operational,Land (fixed),0-300-1-chalkida|primary,Europe,,Greece,38.500463,23.666898,200,,,National Observatory of Athens,,,,Steppe - Cold arid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Chania,,	2006-01-08,,Operational,Operational,Land (fixed),0-300-1-chania|primary,Europe,,Greece,35.533365,24.068349,137,,,National Observatory of Athens,,,,Steppe - Cold arid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Chaniacenter,,	2010-09-14,,Operational,Operational,Land (fixed),0-300-1-chaniacenter|primary,Europe,,Greece,35.513034,24.014805,7,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Chaniasouth,,	2020-07-05,,Operational,Operational,Land (fixed),0-300-1-chaniasouth|primary,Europe,,Greece,35.475914,24.039817,67,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Charavgi,,	2021-05-21,,Operational,Operational,Land (fixed),0-300-1-charavgi|primary,Europe,,Greece,37.986669,21.588006,277,,,National Observatory of Athens,,,Roof top. Daytime fan aspirated.,Warm temperate - Dry and hot summer,Rainfed croplands(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within mountains of middle altitude,,Non-affiliated:Operational,	2021-07-11,Nick KALAMARAS
Chios (NOA),,	2014-05-14,,Operational,Operational,Land (fixed),0-300-1-chios|primary,Europe,,Greece,38.353381,26.132219,23,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Closed (>40%) needleleaved evergreen forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within mountains of low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Chios-ionia,,	2016-02-10,,Operational,Operational,Land (fixed),0-300-1-chiosionia|primary,Europe,,Greece,38.240567,26.079111,145,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Chios-kampochora,,	2022-07-29,,Operational,Operational,Land (fixed),0-300-1-chioskampochora|primary,Europe,,Greece,38.320961,26.102403,62,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Sparse (<15%) vegetation(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2022-09-28,Nick KALAMARAS
Chios-vessa,,	2018-08-31,,Operational,Operational,Land (fixed),0-300-1-chiosvessa|primary,Europe,,Greece,38.263139,26.006772,199,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Closed (>40%) needleleaved evergreen forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within mountains of low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Chiostown,,	2015-01-16,,Operational,Operational,Land (fixed),0-300-1-chiostown|primary,Europe,,Greece,38.38485,26.121814,32,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Closed (>40%) needleleaved evergreen forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within mountains of low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Damarionas,,	2012-09-27,,Operational,Operational,Land (fixed),0-300-1-damarionas|primary,Europe,,Greece,37.052543,25.479796,310,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Dasochori,,	2019-08-10,,Operational,Operational,Land (fixed),0-300-1-dasochori|primary,Europe,,Greece,39.882058,21.816422,737,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Delacroix-Attiki,,	2018-11-23,,Operational,Operational,Land (fixed),0-300-1-delacroixattiki|primary,Europe,,Greece,38.010433,23.836475,249,,,National Observatory of Athens,,,,,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2024-08-02,Nick KALAMARAS
Dendra Gaia fruit,,	2021-05-18,,Operational,Operational,Land (fixed),0-300-1-dendragaiafruit|primary,Europe,,Greece,39.65473,22.34883,75,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) (Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2021-07-09,Nick KALAMARAS
Derveni,,	2013-02-04,,Operational,Operational,Land (fixed),0-300-1-derveni|primary,Europe,,Greece,38.13557,22.4277,5,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Derviziana,,	2009-06-28,,Operational,Operational,Land (fixed),0-300-1-derviziana|primary,Europe,,Greece,39.40237,20.789254,585,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Desfina,,	1954-01-01,,Operational,Operational,Land (fixed),0-300-0-16693|primary,Europe,,Greece,38.4208,22.5298,585,,,Hellenic National Meteorological Service,,,,Warm temperate - Dry and hot summer,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)(Surface cover types (GlobCover2009))",,(unknown) at low relative elevation within rises of middle altitude,6|120,GOS General:Operational,	2020-04-26,Nick KALAMARAS
Deskati,,	2019-08-24,,Operational,Operational,Land (fixed),0-300-1-deskati|primary,Europe,,Greece,39.916314,21.836042,780,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Didyma,,	2015-08-05,,Operational,Operational,Land (fixed),0-300-1-didyma|primary,Europe,,Greece,37.466908,23.175464,175,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Didymoteicho,,	2014-02-15,,Operational,Operational,Land (fixed),0-300-1-didymoteicho|primary,Europe,,Greece,41.3588,26.5109,35,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Dikaia,,	2022-01-17,,Operational,Operational,Land (fixed),0-300-1-dikaia|primary,Europe,,Greece,41.703056,26.298056,75,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Sparse (<15%) vegetation(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2022-09-28,Nick KALAMARAS
Dion,,	2007-03-17,,Operational,Operational,Land (fixed),0-300-1-dion|primary,Europe,,Greece,40.223638,22.470709,50,,,National Observatory of Athens,,,,Steppe - Cold arid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Dionysos,,	2007-10-01,,Operational,Operational,Land (fixed),0-300-1-dionysos|primary,Europe,,Greece,38.10778,23.889864,575,,,National Observatory of Athens,,,,,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2024-08-02,Nick KALAMARAS
Dodoni,,	2011-09-04,,Operational,Operational,Land (fixed),0-300-1-dodoni|primary,Europe,,Greece,39.556817,20.78555,675,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Domokos,,	2013-04-05,,Operational,Operational,Land (fixed),0-300-1-domokos|primary,Europe,,Greece,39.12756,22.3002,570,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Doxato,,	2009-12-01,,Operational,Operational,Land (fixed),0-300-0-16840|primary,Europe,,Greece,41.0663,24.252,86.7,,UTC+2,Hellenic National Meteorological Service,,,,Snow - Fully humid - Warm summer,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within plains of low altitude,,GOS General:Operational,	2022-10-19,Nick KALAMARAS
Doxato(NOA),,	2012-10-17,,Operational,Operational,Land (fixed),0-300-1-doxato|primary,Europe,,Greece,41.073902,24.249218,91,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
