Station,Station alias,	Date established,	Date closed,Declared reporting status,Assessed reporting status,Station type,WIGOS Station Identifier(s),WMO Region,Regional WIGOS Center,Country,Latitude,Longitude,Elevation,Geopositioning method,Time zone,Supervising organization,Station URL,Other link (URL),Site description,Climate zone,Predominant surface cover,Surface roughness,Topography or bathymetry,Population in 10km/50km,Programs/Network affiliation,	Last updated date,Last updated by
ST. VEIT IM PONGAU,,,,Operational,Operational,Land (fixed),0-20000-0-11345|primary,Europe,,Austria,47.3291666667,13.155,749.4,,,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2021-04-26,AUT NMHS
ST. WOLFGANG,,,,Operational,Operational,Land (fixed),0-20000-0-11357|primary,Europe,,Austria,47.7402763367,13.4419441223,544,(unknown),,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-28,AUT NMHS
ST.POELTEN LANDHAUS,,,,Operational,Operational,Land (fixed),0-20000-0-11389|primary,Europe,,Austria,48.19972229,15.631111145,273.6,(unknown),,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-28,AUT NMHS
ST.VEIT/GLAN,,	1968-05-01,,Operational,Unknown,Land (fixed),0-20000-0-11237|primary,Europe,,Austria,46.7391666667,14.3855555556,462.6,,,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2020-02-04,Silke Adler
STIFT ZWETTL,,	1883-01-01,,Operational,Operational,Land (fixed),0-20000-0-11020|primary,Europe,,Austria,48.6177777778,15.2036111111,502.4,,,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"Centennial Observing Stations:Operational, GBON:Operational, GOS General:Operational",	2021-04-26,AUT NMHS
STOCKERAU,,	1997-06-01,,Operational,Operational,Land (fixed),0-20000-0-11027|primary,Europe,,Austria,48.409833,16.190861,210,,UTC+1,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,Snow - Fully humid - Warm summer,Rainfed croplands(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within hills of low altitude,,"GBON:Operational, GOS General:Operational",	2023-05-11,Silke Adler
TANNHEIM,,,,Operational,Unknown,Land (fixed),0-20000-0-11111|primary,Europe,,Austria,47.5002777778,10.5058333333,1100,,,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;IRREGULAR+;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
TULLN/LANGENLEBARN,,,,Operational,Operational,Land (fixed),0-20000-0-11030|primary,Europe,,Austria,48.3238888889,16.1180555556,175.3,,,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT+;METAR;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2016-04-28,
VILLACH,,	1969-04-01,,Operational,Operational,Land (fixed),0-20000-0-11213|primary,Europe,,Austria,46.618057251,13.8738889694,493,(unknown),,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2021-10-01,Silke Adler
VILLACHER ALPE,,	1921-11-01,,Operational,Partly operational,Land (fixed),0-20000-0-11212|primary,Europe,,Austria,46.6036111111,13.6733333333,2140,,,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);RBCN (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - deprecated:Closed, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational",	2023-11-30,Silke Adler
VILLACHER ALPE- AUTOM.,,	1994-08-01,,Operational,Operational,Land (fixed),0-20000-0-11265|primary,Europe,,Austria,46.6036111111,13.672777778,2117,,,"GeoSphere Austria - Bundesanstalt für Geologie, Geophysik, Klimatologie und Meteorologie",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2023-11-30,Silke Adler
VIRGEN,,	1994-01-01,,Operational,Operational,Land (fixed),0-20000-0-11252|primary,Europe,,Austria,47.0027777778,12.4558333333,1211.9,,,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2021-04-26,AUT NMHS
Vorhegg,,	1990-12-11,,Operational,Unknown,Land (fixed),0-20008-0-VOH|primary,Europe,,Austria,46.6786117554,12.974439621,1020,,UTC+1,,www.umweltbundesamt.at,,"Mountainous terrain (mountains up to 2500m), slope over narrow valley. Surroundings: Forest, pasture.",(unknown),,,,,EMEP:Operational,	2011-10-25,Wolfgang Spangl
WAIDHOFEN AN DER YBBS,,	2017-09-25,,Operational,Operational,Land (fixed),0-20000-0-11071|primary,Europe,,Austria,47.9455566406,14.8097219467,384,(unknown),UTC+1,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2023-12-13,Silke Adler
WAIDHOFEN/YBBS,,	1989-08-01,,Operational,Unknown,Land (fixed),0-20000-0-11368|primary,Europe,,Austria,47.9577789307,14.784444809,365.1,(unknown),,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Closed,	2021-09-28,AUT NMHS
WARTH,,	1984-12-01,,Operational,Operational,Land (fixed),0-20000-0-11308|primary,Europe,,Austria,47.2558326721,10.1861114501,1478,,UTC+1,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,Polar - Tundra,Closed (>40%) broadleaved deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within mountains of high altitude,,"GBON:Operational, GOS General:Operational",	2021-10-05,Silke Adler
WEISSENSEE/GATSCHACH,,,,Operational,Operational,Land (fixed),0-20000-0-11263|primary,Europe,,Austria,46.7186126709,13.2858333588,949,(unknown),,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-28,AUT NMHS
WEITENSFELD,,	1949-08-01,,Operational,Operational,Land (fixed),0-20000-0-11225|primary,Europe,,Austria,46.8491668701,14.1908330917,704,(unknown),,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-28,AUT NMHS
WEITRA,,	1936-01-01,,Operational,Operational,Land (fixed),0-20000-0-11025|primary,Europe,,Austria,48.7022209167,14.8986110687,572,(unknown),,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-28,AUT NMHS
WELS/SCHLEISSHEIM,,	1983-10-01,,Operational,Operational,Land (fixed),0-20000-0-11059|primary,Europe,,Austria,48.1627777778,14.0713888889,309,,,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-30,Silke Adler
WIEN-DONAUFELD,,	1996-07-01,,Operational,Operational,Land (fixed),0-20000-0-11090|primary,Europe,,Austria,48.2572212219,16.4313888549,160,,UTC+1,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,Snow - Fully humid - Warm summer,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within hills of low altitude,,"GBON:Operational, GOS General:Operational",	2021-10-06,Silke Adler
WIEN/HOHE WARTE (11035-0),,	1872-01-01,,Operational,Operational,Land (fixed),0-20000-0-11035|primary,Europe,,Austria,48.2486111111,16.3563888889,198,,,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AGRIMET;ATMEL;AUT+;CLIMAT(C);EVAP;GSN;PH;RBCN;RBSN(S);SOILTEMP;SUNDUR;TOTRA (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Atmospheric electricity measurements; Phenological observations; Total radiation measurements.,,,,,,"CLIMAT(C) - deprecated:Closed, Centennial Observing Stations:Operational, GBON:Operational, GSN:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2020-02-17,Silke Adler
WIEN/INNERE STADT,,	1985-01-01,,Operational,Operational,Land (fixed),0-20000-0-11034|primary,Europe,,Austria,48.1983333333,16.3669444444,177,,,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-30,Silke Adler
WIEN/MARIABRUNN,,,,Operational,Operational,Land (fixed),0-20000-0-11080|primary,Europe,,Austria,48.206943512,16.2294445038,225,(unknown),,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-28,AUT NMHS
WIEN/SCHWECHAT-FLUGHAFEN,,	1955-05-15,,Operational,Operational,Land (fixed),0-20000-0-11036|primary,Europe,,Austria,48.1175,16.581389,183,,UTC+1,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT+;METAR;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, Wind Profilers",	2022-11-24,Silke Adler
WIEN/UNTERLAA,,	1996-01-01,,Operational,Operational,Land (fixed),0-20000-0-11040|primary,Europe,,Austria,48.125,16.4194450378,200,(unknown),,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-28,AUT NMHS
WIENER NEUSTADT,,	1977-01-01,,Operational,Operational,Land (fixed),0-20000-0-11182|primary,Europe,,Austria,47.8322222222,16.2313888889,275,,,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2016-04-28,
WINDISCHGARSTEN,,	1983-10-01,,Operational,Operational,Land (fixed),0-20000-0-11355|primary,Europe,,Austria,47.7202758789,14.3261108398,600,(unknown),,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-28,AUT NMHS
WOLFSEGG,,	1951-12-01,,Operational,Operational,Land (fixed),0-20000-0-11001|primary,Europe,,Austria,48.105556488,13.6708335876,635.1,(unknown),,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-28,AUT NMHS
ZELL AM SEE,,	1875-01-01,,Operational,Operational,Land (fixed),0-20000-0-11144|primary,Europe,,Austria,47.2900009155,12.7863893509,754,GPS,,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;PH;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Phenological observations.,Snow - Fully humid - Warm summer,Mosaic forest or shrubland (50-70%) / grassland (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within mountains of high altitude,,"GBON:Operational, GOS General:Operational",	2021-09-28,AUT NMHS
ZELTWEG,,	1960-01-01,,Operational,Operational,Land (fixed),0-20000-0-11165|primary,Europe,,Austria,47.2,14.75,677,,,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2023-12-18,Silke Adler
ZELTWEG/AUTOM. STAT.,,,,Operational,Operational,Land (fixed),0-20000-0-11365|primary,Europe,,Austria,47.1997222222,14.7469444444,677.6,,,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT+;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2016-04-28,
ZIRBITZKOGEL,,	2001-01-01,,Operational,Unknown,Land (fixed),0-20000-0-11164|primary,Europe,,Austria,47.0719444444,14.5602777777,2370,,,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RAREP (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GOS General:Operational, WRO:Operational",	2017-03-13,Silke Adler
ZWERNDORF-MARCHEGG,,	1996-12-17,,Operational,Operational,Land (fixed),0-20000-0-11085|primary,Europe,,Austria,48.3380555556,16.8313888889,144,,,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-30,Silke Adler
Zöbelboden,,	2003-01-01,,Operational,Unknown,Land (fixed),0-20008-0-ZOE|primary,Europe,,Austria,47.8333320618,14.4333333969,899,,UTC+1,,http://www.umweltbundesamt.at,,Remote alpine forest area,Warm Temperate - Fully humid - Cool summer,,,,,EMEP:Operational,	2020-04-30,Silke Adler
Äußeres Hochebenkar,,	2022-06-26,,Operational,Silent,Land (fixed),0-40-3-HEK001|primary,Europe,,Austria,46.836925,11.008244,2565,,UTC+1,Institute for Interdisciplinary Mountain Research of the Austrian Academy of Sciences,,,,Snow - Fully humid - Warm summer,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within mountains of high altitude,,Non-affiliated:Operational,	2024-08-20,Franziska Stürzl
